,artist,album,name,time,day,month,year
719, Lorde, Pure Heroine,400 Lux, 23:58,01,9,2022
720, Lorde, Pure Heroine,Buzzcut Season, 23:57,01,9,2022
721, Lorde, Pure Heroine,Ribs, 23:57,01,9,2022
722, Lorde, Pure Heroine,Team, 23:57,01,9,2022
723, Lorde, Pure Heroine,Royals, 23:55,01,9,2022
724, Lorde, Pure Heroine,Tennis Court, 23:54,01,9,2022
725, Lorde, Pure Heroine,400 Lux, 23:54,01,9,2022
726, Lorde, Pure Heroine,Buzzcut Season, 23:53,01,9,2022
727, Lorde, Pure Heroine,Ribs, 23:53,01,9,2022
728, Lorde, Pure Heroine,Royals, 23:52,01,9,2022
729, Lorde, Pure Heroine,Tennis Court, 23:51,01,9,2022
730, Lorde, Pure Heroine,400 Lux, 23:50,01,9,2022
731, Lorde, Pure Heroine,Buzzcut Season, 23:49,01,9,2022
732, Lorde, Pure Heroine,Royals, 23:49,01,9,2022
733, Lorde, Pure Heroine,Ribs, 23:48,01,9,2022
734, Lorde, Pure Heroine,Tennis Court, 23:48,01,9,2022
735, Lorde, Pure Heroine,400 Lux, 23:46,01,9,2022
736, Lorde, Pure Heroine,Royals, 23:45,01,9,2022
737, Lorde, Pure Heroine,Buzzcut Season, 23:45,01,9,2022
738, Lorde, Pure Heroine,Tennis Court, 23:44,01,9,2022
739, Lorde, Pure Heroine,Ribs, 23:44,01,9,2022
740, Lorde, Pure Heroine,400 Lux, 23:42,01,9,2022
741, Lorde, Pure Heroine,Tennis Court, 23:41,01,9,2022
742, Lorde, Pure Heroine,400 Lux, 23:39,01,9,2022
743, Lorde, Pure Heroine,Tennis Court, 23:38,01,9,2022
744, Lorde, Pure Heroine,Tennis Court, 23:34,01,9,2022
745, Van Halen, Van Halen,Jamie's Cryin', 01:31,31,8,2022
746, Van Halen, Van Halen,Jamie's Cryin', 01:28,31,8,2022
747, Van Halen, Van Halen,I'm the One, 01:28,31,8,2022
748, Van Halen, Van Halen,I'm the One, 01:24,31,8,2022
749, Van Halen, Van Halen,Ain't Talkin' 'Bout Love, 01:24,31,8,2022
750, Van Halen, Van Halen,Ain't Talkin' 'Bout Love, 01:20,31,8,2022
751, Van Halen, Van Halen,Ain't Talkin' 'Bout Love, 01:17,31,8,2022
752, Van Halen, Van Halen,You Really Got Me, 00:44,31,8,2022
753, Van Halen, Van Halen,You Really Got Me, 00:41,31,8,2022
754, Van Halen, Van Halen,Eruption, 00:41,31,8,2022
755, Van Halen, Van Halen,Runnin' With the Devil, 00:40,31,8,2022
756, Van Halen, Van Halen,Eruption, 00:40,31,8,2022
757, Van Halen, Van Halen,You Really Got Me, 00:39,31,8,2022
758, Van Halen, Van Halen,Eruption, 00:38,31,8,2022
759, Van Halen, Van Halen,Runnin' With the Devil, 00:36,31,8,2022
760, Van Halen, Van Halen,Runnin' With the Devil, 00:32,31,8,2022
761, Juice WRLD, Goodbye & Good Riddance,I'll Be Fine, 07:44,30,8,2022
762, Juice WRLD, Goodbye & Good Riddance,End Of The Road, 07:40,30,8,2022
763, Juice WRLD, Goodbye & Good Riddance,I'll Be Fine, 07:40,30,8,2022
764, Juice WRLD, Goodbye & Good Riddance,End Of The Road, 07:37,30,8,2022
765, Juice WRLD, Goodbye & Good Riddance,Long Gone, 07:37,30,8,2022
766, Juice WRLD, Goodbye & Good Riddance,I'll Be Fine, 07:36,30,8,2022
767, Juice WRLD, Goodbye & Good Riddance,End Of The Road, 07:35,30,8,2022
768, Juice WRLD, Goodbye & Good Riddance,Black & White, 07:34,30,8,2022
769, Juice WRLD, Goodbye & Good Riddance,Long Gone, 07:34,30,8,2022
770, Juice WRLD, Goodbye & Good Riddance,End Of The Road, 07:32,30,8,2022
771, Juice WRLD, Goodbye & Good Riddance,I'll Be Fine, 07:32,30,8,2022
772, Juice WRLD, Goodbye & Good Riddance,Black & White, 07:31,30,8,2022
773, Juice WRLD, Goodbye & Good Riddance,Hurt Me, 07:31,30,8,2022
774, Juice WRLD, Goodbye & Good Riddance,Long Gone, 07:31,30,8,2022
775, Juice WRLD, Goodbye & Good Riddance,End Of The Road, 07:29,30,8,2022
776, Juice WRLD, Goodbye & Good Riddance,Hurt Me, 07:29,30,8,2022
777, Juice WRLD, Goodbye & Good Riddance,Used To, 07:28,30,8,2022
778, Juice WRLD, Goodbye & Good Riddance,Black & White, 07:28,30,8,2022
779, Juice WRLD, Goodbye & Good Riddance,Long Gone, 07:28,30,8,2022
780, Juice WRLD, Goodbye & Good Riddance,Hurt Me, 07:27,30,8,2022
781, Juice WRLD, Goodbye & Good Riddance,Used To, 07:25,30,8,2022
782, Juice WRLD, Goodbye & Good Riddance,Scared Of Love, 07:25,30,8,2022
783, Juice WRLD, Goodbye & Good Riddance,Hurt Me, 07:25,30,8,2022
784, Juice WRLD, Goodbye & Good Riddance,Black & White, 07:25,30,8,2022
785, Juice WRLD, Goodbye & Good Riddance,Long Gone, 07:25,30,8,2022
786, Juice WRLD, Goodbye & Good Riddance,Hurt Me, 07:23,30,8,2022
787, Juice WRLD, Goodbye & Good Riddance,Candles, 07:22,30,8,2022
788, Juice WRLD, Goodbye & Good Riddance,Scared Of Love, 07:22,30,8,2022
789, Juice WRLD, Goodbye & Good Riddance,Used To, 07:22,30,8,2022
790, Juice WRLD, Goodbye & Good Riddance,Black & White, 07:22,30,8,2022
791, Juice WRLD, Goodbye & Good Riddance,Scared Of Love, 07:20,30,8,2022
792, Juice WRLD, Goodbye & Good Riddance,Used To, 07:19,30,8,2022
793, Juice WRLD, Goodbye & Good Riddance,Candles, 07:19,30,8,2022
794, Juice WRLD, Goodbye & Good Riddance,I'm Still, 07:19,30,8,2022
795, Juice WRLD, Goodbye & Good Riddance,Scared Of Love, 07:17,30,8,2022
796, Juice WRLD, Goodbye & Good Riddance,Candles, 07:16,30,8,2022
797, Juice WRLD, Goodbye & Good Riddance,I'm Still, 07:16,30,8,2022
798, Juice WRLD, Goodbye & Good Riddance,Wasted (feat. Lil Uzi Vert), 07:16,30,8,2022
799, Juice WRLD, Goodbye & Good Riddance,Scared Of Love, 07:14,30,8,2022
800, Juice WRLD, Goodbye & Good Riddance,Candles, 07:13,30,8,2022
801, Juice WRLD, Goodbye & Good Riddance,I'm Still, 07:13,30,8,2022
802, Juice WRLD, Goodbye & Good Riddance,Lean Wit Me, 07:12,30,8,2022
803, Juice WRLD, Goodbye & Good Riddance,Wasted (feat. Lil Uzi Vert), 07:12,30,8,2022
804, Juice WRLD, Goodbye & Good Riddance,Candles, 07:10,30,8,2022
805, Juice WRLD, Goodbye & Good Riddance,I'm Still, 07:10,30,8,2022
806, Juice WRLD, Goodbye & Good Riddance,Lean Wit Me, 07:09,30,8,2022
807, Juice WRLD, Goodbye & Good Riddance,Lucid Dreams, 07:09,30,8,2022
808, Juice WRLD, Goodbye & Good Riddance,Wasted (feat. Lil Uzi Vert), 07:07,30,8,2022
809, Juice WRLD, Goodbye & Good Riddance,I'm Still, 07:06,30,8,2022
810, Juice WRLD, Goodbye & Good Riddance,Lean Wit Me, 07:06,30,8,2022
811, Juice WRLD, Goodbye & Good Riddance,All Girls Are the Same, 07:05,30,8,2022
812, Juice WRLD, Goodbye & Good Riddance,Lucid Dreams, 07:05,30,8,2022
813, Juice WRLD, Goodbye & Good Riddance,Wasted (feat. Lil Uzi Vert), 07:03,30,8,2022
814, Juice WRLD, Goodbye & Good Riddance,Lean Wit Me, 07:03,30,8,2022
815, Juice WRLD, Goodbye & Good Riddance,All Girls Are the Same, 07:02,30,8,2022
816, Yoko Takahashi, Neon Genesis Evangelion (Original Series Soundtrack),A Cruel Angel's Thesis (Director's Edit Version), 07:02,30,8,2022
817, Juice WRLD, Goodbye & Good Riddance,Lucid Dreams, 07:01,30,8,2022
818, Juice WRLD, Goodbye & Good Riddance,Lean Wit Me, 07:00,30,8,2022
819, Juice WRLD, Goodbye & Good Riddance,All Girls Are the Same, 06:59,30,8,2022
820, Juice WRLD, Goodbye & Good Riddance,Wasted (feat. Lil Uzi Vert), 06:59,30,8,2022
821, Kendrick Lamar," good kid, m.A.A.d city",Compton (feat. Dr. Dre), 06:58,30,8,2022
822, Juice WRLD, Goodbye & Good Riddance,Lucid Dreams, 06:57,30,8,2022
823, Juice WRLD, Goodbye & Good Riddance,All Girls Are the Same, 06:57,30,8,2022
824, Juice WRLD, Goodbye & Good Riddance,All Girls Are the Same, 06:54,30,8,2022
825, Kendrick Lamar," good kid, m.A.A.d city",Real (feat. Anna Wise), 06:54,30,8,2022
826, Juice WRLD, Goodbye & Good Riddance,Lucid Dreams, 06:53,30,8,2022
827, Kendrick Lamar," good kid, m.A.A.d city","Sing About Me, I'm Dying of Thirst", 06:46,30,8,2022
828, Kendrick Lamar," good kid, m.A.A.d city","Sing About Me, I'm Dying of Thirst", 06:34,30,8,2022
829, Kendrick Lamar," good kid, m.A.A.d city",Swimming Pools (Drank) [Extended Version], 19:35,28,8,2022
830, Kendrick Lamar," good kid, m.A.A.d city",Money Trees (feat. Jay Rock), 18:59,28,8,2022
831, Kendrick Lamar," good kid, m.A.A.d city",Sherane a.k.a Master Splinter’s Daughter, 18:42,28,8,2022
832, Kendrick Lamar," good kid, m.A.A.d city",Sherane a.k.a Master Splinter’s Daughter, 18:37,28,8,2022
833, 2Pac, All Eyez on Me,Only God Can Judge Me (feat. Rappin' 4-Tay), 18:59,27,8,2022
834, 2Pac, All Eyez on Me,Life Goes On, 18:54,27,8,2022
835, 2Pac, All Eyez on Me,Heartz Of Men, 18:46,27,8,2022
836, 2Pac, All Eyez on Me,No More Pain, 18:42,27,8,2022
837, Lorde, Pure Heroine,Royals, 03:22,12,8,2022
838, Lorde, Pure Heroine,Royals, 03:19,12,8,2022
839, Lorde, Pure Heroine,400 Lux, 03:19,12,8,2022
840, Lorde, Pure Heroine,Royals, 03:16,12,8,2022
841, Lorde, Pure Heroine,Tennis Court, 03:15,12,8,2022
842, Lorde, Pure Heroine,400 Lux, 03:15,12,8,2022
843, Lorde, Pure Heroine,Tennis Court, 03:12,12,8,2022
844, 2Pac, All Eyez on Me,Skandalouz (feat. Nate Dogg), 03:10,12,8,2022
845, 2Pac, All Eyez on Me,Ambitionz az a Ridah, 03:06,12,8,2022
846, Lorde, Pure Heroine,Still Sane, 20:12,11,8,2022
847, Lorde, Pure Heroine,Glory and Gore, 20:09,11,8,2022
848, Lorde, Pure Heroine,Glory and Gore, 20:05,11,8,2022
849, Lorde, Pure Heroine,Team, 20:05,11,8,2022
850, Lorde, Pure Heroine,Buzzcut Season, 20:02,11,8,2022
851, Lorde, Pure Heroine,Team, 20:02,11,8,2022
852, Lorde, Pure Heroine,Buzzcut Season, 19:58,11,8,2022
853, Lorde, Pure Heroine,Ribs, 19:58,11,8,2022
854, Lorde, Pure Heroine,Ribs, 19:54,11,8,2022
855, Kanye West, Graduation,Stronger, 02:20,11,8,2022
856, Kanye West, Graduation,Champion, 02:14,11,8,2022
857, Yoko Takahashi, Neon Genesis Evangelion (Original Series Soundtrack),A Cruel Angel's Thesis (Director's Edit Version), 02:08,11,8,2022
858, Yoko Takahashi, Neon Genesis Evangelion (Original Series Soundtrack),A Cruel Angel's Thesis (Director's Edit Version), 02:04,11,8,2022
859, Nas, It Was Written,If I Ruled the World (Imagine That) [feat. Lauryn Hill], 17:41,10,8,2022
860, Nas, It Was Written,The Message, 17:35,10,8,2022
861, Black Sabbath, Heaven and Hell,Children of the Sea, 02:28,09,8,2022
862, Black Sabbath, Heaven and Hell,Neon Knights, 02:22,09,8,2022
863, Juice WRLD, Goodbye & Good Riddance,I'll Be Fine, 02:18,09,8,2022
864, Juice WRLD, Goodbye & Good Riddance,End Of The Road, 02:14,09,8,2022
865, Juice WRLD, Goodbye & Good Riddance,End Of The Road, 02:11,09,8,2022
866, Juice WRLD, Goodbye & Good Riddance,Long Gone, 02:11,09,8,2022
867, Juice WRLD, Goodbye & Good Riddance,Black & White, 02:08,09,8,2022
868, Juice WRLD, Goodbye & Good Riddance,Black & White, 02:05,09,8,2022
869, Juice WRLD, Goodbye & Good Riddance,Hurt Me, 02:05,09,8,2022
870, Juice WRLD, Goodbye & Good Riddance,Hurt Me, 02:03,09,8,2022
871, Juice WRLD, Goodbye & Good Riddance,Used To, 02:03,09,8,2022
872, Juice WRLD, Goodbye & Good Riddance,Black & White, 02:02,09,8,2022
873, Juice WRLD, Goodbye & Good Riddance,Hurt Me, 02:01,09,8,2022
874, Juice WRLD, Goodbye & Good Riddance,Candles, 01:59,09,8,2022
875, Juice WRLD, Goodbye & Good Riddance,Lean Wit Me, 01:25,09,8,2022
876, Juice WRLD, Goodbye & Good Riddance,Lucid Dreams, 01:22,09,8,2022
877, Juice WRLD, Goodbye & Good Riddance,All Girls Are the Same, 01:18,09,8,2022
878, Juice WRLD, Goodbye & Good Riddance,All Girls Are the Same, 01:15,09,8,2022
879, The Jimi Hendrix Experience, Electric Ladyland,House Burning Down, 19:36,08,8,2022
880, The Jimi Hendrix Experience, Electric Ladyland,"Still Raining, Still Dreaming", 19:30,08,8,2022
881, The Jimi Hendrix Experience, Electric Ladyland,"Moon, Turn the Tides... gently gently away", 19:25,08,8,2022
882, The Jimi Hendrix Experience, Electric Ladyland,1983... (A Merman I Should Turn to Be), 19:25,08,8,2022
883, The Jimi Hendrix Experience, Electric Ladyland,"Rainy Day, Dream Away", 18:12,08,8,2022
884, The Jimi Hendrix Experience, Electric Ladyland,Burning Of The Midnight Lamp, 18:08,08,8,2022
885, The Jimi Hendrix Experience, Electric Ladyland,Gypsy Eyes, 18:04,08,8,2022
886, The Jimi Hendrix Experience, Electric Ladyland,Come On (Let The Good Times Roll), 17:34,08,8,2022
887, The Jimi Hendrix Experience, Electric Ladyland,Long Hot Summer Night, 17:31,08,8,2022
888, Kendrick Lamar, Section.80,F*ck Your Ethnicity, 17:24,08,8,2022
889, Kendrick Lamar," good kid, m.A.A.d city",good kid, 19:33,07,8,2022
890, Kendrick Lamar," good kid, m.A.A.d city","Bitch, Don’t Kill My Vibe", 19:29,07,8,2022
891, Kendrick Lamar," good kid, m.A.A.d city",Sherane a.k.a Master Splinter’s Daughter, 19:24,07,8,2022
892, ScHoolboy Q, CrasH Talk,Dangerous (feat. Kid Cudi), 19:19,07,8,2022
893, ScHoolboy Q, CrasH Talk,Floating (feat. 21 Savage), 02:11,07,8,2022
894, ScHoolboy Q, CrasH Talk,Black Folk, 02:08,07,8,2022
895, ScHoolboy Q, CrasH Talk,5200, 02:06,07,8,2022
896, ScHoolboy Q, CrasH Talk,Lies (feat. Ty Dolla $ign & YG), 21:29,06,8,2022
897, ScHoolboy Q, CrasH Talk,Drunk (feat. 6LACK), 21:26,06,8,2022
898, ScHoolboy Q, CrasH Talk,Numb Numb Juice, 17:08,06,8,2022
899, ScHoolboy Q & Travis Scott, CrasH Talk,CHopstix, 17:06,06,8,2022
900, ScHoolboy Q, CrasH Talk,Tales, 17:03,06,8,2022
901, ScHoolboy Q, CrasH Talk,Gang Gang, 17:00,06,8,2022
902, Juice WRLD, Goodbye & Good Riddance,End Of The Road, 03:41,06,8,2022
903, Juice WRLD, Goodbye & Good Riddance,Hurt Me, 03:38,06,8,2022
904, Dio, The Last in Line (remastered),Evil Eyes, 03:31,06,8,2022
905, Dio, The Last in Line (remastered),One Night In The City, 03:28,06,8,2022
906, Dio, The Last in Line (remastered),I Speed At Night, 02:43,06,8,2022
907, Dio, The Last in Line (remastered),The Last In Line, 02:39,06,8,2022
908, Dio, The Last in Line (remastered),The Last In Line, 02:33,06,8,2022
909, Dio, The Last in Line (remastered),Breathless, 23:15,05,8,2022
910, Ozzy Osbourne, Blizzard Of Ozz (40th Anniversary Expanded Edition),Goodbye to Romance, 17:41,05,8,2022
911, Ozzy Osbourne, Blizzard Of Ozz (40th Anniversary Expanded Edition),Crazy Train, 17:40,05,8,2022
912, Ozzy Osbourne, Blizzard Of Ozz (40th Anniversary Expanded Edition),I Don't Know, 17:35,05,8,2022
913, 2Pac, All Eyez on Me,All Eyez On Me (feat. Big Syke), 04:16,05,8,2022
914, Juice WRLD, Goodbye & Good Riddance,Black & White, 22:49,04,8,2022
915, Juice WRLD, Goodbye & Good Riddance,All Girls Are the Same, 22:46,04,8,2022
916, Nas, Illmatic,N.Y. State of Mind, 22:42,04,8,2022
917, Kanye West, Graduation,The Glory, 22:36,04,8,2022
918, Kanye West, Graduation,Everything I Am (feat. DJ Premier), 19:37,04,8,2022
919, Kanye West, Graduation,Flashing Lights (feat. Dwele), 19:34,04,8,2022
920, Kanye West, Graduation,Drunk and Hot Girls (feat. Mos Def), 19:30,04,8,2022
921, Kanye West, Graduation,Barry Bonds (feat. Lil Wayne), 19:27,04,8,2022
922, Kanye West, Graduation,Can't Tell Me Nothing, 19:24,04,8,2022
923, Kanye West, Graduation,Can't Tell Me Nothing, 19:19,04,8,2022
924, Kanye West, Graduation,Good Life (feat. T-Pain), 19:19,04,8,2022
925, Kanye West, Graduation,Good Life (feat. T-Pain), 19:16,04,8,2022
926, Kanye West, Graduation,Can't Tell Me Nothing, 19:15,04,8,2022
927, Kanye West, Graduation,Good Life (feat. T-Pain), 19:12,04,8,2022
928, Kanye West, Graduation,Can't Tell Me Nothing, 19:10,04,8,2022
929, Foo Fighters, Foo Fighters,Exhausted, 03:19,04,8,2022
930, Foo Fighters, Foo Fighters,Wattershed, 03:13,04,8,2022
931, Foo Fighters, Foo Fighters,X-Static, 03:11,04,8,2022
932, Foo Fighters, Foo Fighters,For All the Cows, 03:06,04,8,2022
933, Foo Fighters, Foo Fighters,"Oh, George", 03:03,04,8,2022
934, Foo Fighters, Foo Fighters,Weenie Beenie, 03:00,04,8,2022
935, Foo Fighters, Foo Fighters,Floaty, 02:57,04,8,2022
936, Foo Fighters, Foo Fighters,Good Grief, 02:53,04,8,2022
937, Foo Fighters, Foo Fighters,Alone + Easy Target, 02:49,04,8,2022
938, Foo Fighters, Foo Fighters,Big Me, 02:44,04,8,2022
939, Foo Fighters, Foo Fighters,I'll Stick Around, 02:42,04,8,2022
940, Foo Fighters, Foo Fighters,This Is a Call, 02:38,04,8,2022
941, Deftones, Adrenaline,Fist, 02:12,04,8,2022
942, Deftones, Adrenaline,Fireal, 02:08,04,8,2022
943, Deftones, Adrenaline,Engine No. 9, 02:02,04,8,2022
944, Deftones, Adrenaline,Birthmark, 01:58,04,8,2022
945, Deftones, Adrenaline,7 Words, 01:54,04,8,2022
946, Deftones, Adrenaline,Root, 01:50,04,8,2022
947, Deftones, Adrenaline,Lifter, 01:47,04,8,2022
948, Deftones, Adrenaline,Nosebleed, 01:42,04,8,2022
949, Deftones, Adrenaline,One Weak, 01:38,04,8,2022
950, Deftones, Adrenaline,Minus Blindfold, 01:33,04,8,2022
951, Deftones, Adrenaline,Bored, 01:29,04,8,2022
952, The Black Crowes, Shake Your Money Maker,Stare It Cold, 01:23,04,8,2022
953, The Black Crowes, Shake Your Money Maker,Struttin' Blues, 01:17,04,8,2022
954, The Black Crowes, Shake Your Money Maker,She Talks to Angels, 01:13,04,8,2022
955, The Black Crowes, Shake Your Money Maker,Thick N' Thin, 01:08,04,8,2022
956, The Black Crowes, Shake Your Money Maker,Hard To Handle, 01:05,04,8,2022
957, The Black Crowes, Shake Your Money Maker,Seeing Things, 01:02,04,8,2022
958, The Black Crowes, Shake Your Money Maker,Could I've Been So Blind, 00:57,04,8,2022
959, The Black Crowes, Shake Your Money Maker,Sister Luck, 00:53,04,8,2022
960, The Black Crowes, Shake Your Money Maker,Jealous Again, 00:48,04,8,2022
961, The Black Crowes, Shake Your Money Maker,Twice As Hard, 00:43,04,8,2022
962, Kanye West, Graduation,Good Life (feat. T-Pain), 19:44,03,8,2022
963, Kanye West, Graduation,I Wonder, 19:41,03,8,2022
964, Kanye West, Graduation,Stronger, 19:41,03,8,2022
965, Kanye West, Graduation,Champion, 19:38,03,8,2022
966, Kanye West, Graduation,Good Morning, 19:35,03,8,2022
967, 2Pac, All Eyez on Me,"Run Tha Streetz (feat. Storm, Mutah & Michelle)", 20:37,02,8,2022
968, 2Pac, All Eyez on Me,All Eyez On Me (feat. Big Syke), 20:32,02,8,2022
969, Black Sabbath, Mob Rules,Falling Off the Edge of the World, 04:08,01,8,2022
970, Black Sabbath, Mob Rules,Slipping Away, 03:18,01,8,2022
971, Black Sabbath, Mob Rules,Country Girl, 03:14,01,8,2022
972, Black Sabbath, Mob Rules,The Mob Rules, 03:10,01,8,2022
973, Black Sabbath, Mob Rules,E5150, 03:07,01,8,2022
974, Black Sabbath, Mob Rules,The Sign of the Southern Cross, 03:04,01,8,2022
975, Black Sabbath, Mob Rules,Voodoo, 02:56,01,8,2022
976, Black Sabbath, Mob Rules,Turn Up the Night, 02:51,01,8,2022
977, Black Sabbath, Heaven and Hell,Lonely Is the Word, 02:41,01,8,2022
978, Black Sabbath, Heaven and Hell,Walk Away, 02:35,01,8,2022
979, Black Sabbath, Heaven and Hell,Die Young, 02:31,01,8,2022
980, Black Sabbath, Heaven and Hell,Wishing Well, 02:26,01,8,2022
981, Black Sabbath, Heaven and Hell,Heaven and Hell, 02:22,01,8,2022
982, Black Sabbath, Heaven and Hell,Lady Evil, 02:15,01,8,2022
983, Black Sabbath, Heaven and Hell,Children of the Sea, 02:10,01,8,2022
984, Black Sabbath, Heaven and Hell,Neon Knights, 02:05,01,8,2022
985, Black Sabbath, Born Again,Stonehenge, 23:39,31,7,2022
986, Black Sabbath, Born Again,Trashed, 19:48,31,7,2022
987, Black Sabbath, The Eternal Idol,Eternal Idol, 19:44,31,7,2022
988, Black Sabbath, The Eternal Idol,Lost Forever, 19:38,31,7,2022
989, Black Sabbath, The Eternal Idol,Scarlet Pimpernel, 02:04,31,7,2022
990, Black Sabbath, The Eternal Idol,Nightmare, 02:02,31,7,2022
991, Black Sabbath, The Eternal Idol,Born To Lose, 21:29,30,7,2022
992, Black Sabbath, The Eternal Idol,Glory Ride, 21:25,30,7,2022
993, Black Sabbath, The Eternal Idol,Hard Life To Love, 21:20,30,7,2022
994, Black Sabbath, The Eternal Idol,Ancient Warrior, 21:15,30,7,2022
995, Black Sabbath, The Eternal Idol,The Shining, 17:03,30,7,2022
996, Juice WRLD, Goodbye & Good Riddance,End Of The Road, 02:21,30,7,2022
997, Juice WRLD, Goodbye & Good Riddance,Black & White, 02:18,30,7,2022
998, Juice WRLD, Goodbye & Good Riddance,Hurt Me, 02:15,30,7,2022
999, Tool, Undertow,Undertow, 03:42,29,7,2022
